#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_6214.jpg,1527137,"{}",0,0,"{}","{}"
IMG_6215.jpg,1359136,"{}",1,0,"{""name"":""rect"",""x"":1991,""y"":197,""width"":236,""height"":213}","{}"
IMG_6212.jpg,1391884,"{}",0,0,"{}","{}"
IMG_6213.jpg,1529558,"{}",0,0,"{}","{}"
IMG_6211.jpg,943790,"{}",0,0,"{}","{}"
IMG_6209.jpg,1475510,"{}",0,0,"{}","{}"
IMG_6208.jpg,1522523,"{}",0,0,"{}","{}"
IMG_6207.jpg,1659972,"{}",1,0,"{""name"":""rect"",""x"":1468,""y"":904,""width"":155,""height"":152}","{}"
IMG_6206.jpg,1062846,"{}",0,0,"{}","{}"
IMG_6205.jpg,1143504,"{}",0,0,"{}","{}"
IMG_6204.jpg,924695,"{}",0,0,"{}","{}"
IMG_6203.jpg,1392829,"{}",2,0,"{""name"":""rect"",""x"":1836,""y"":833,""width"":194,""height"":132}","{}"
IMG_6203.jpg,1392829,"{}",2,1,"{""name"":""rect"",""x"":1530,""y"":1226,""width"":158,""height"":148}","{}"
IMG_6202.jpg,1318536,"{}",0,0,"{}","{}"
IMG_6201.jpg,1347351,"{}",2,0,"{""name"":""rect"",""x"":1062,""y"":1113,""width"":252,""height"":242}","{}"
IMG_6201.jpg,1347351,"{}",2,1,"{""name"":""rect"",""x"":3017,""y"":1226,""width"":210,""height"":145}","{}"
IMG_6200.jpg,1105210,"{}",0,0,"{}","{}"
IMG_6199.jpg,799385,"{}",0,0,"{}","{}"
IMG_6198.jpg,899089,"{}",0,0,"{}","{}"
IMG_6197.jpg,891235,"{}",0,0,"{}","{}"
IMG_6196.jpg,1176642,"{}",0,0,"{}","{}"
IMG_6195.jpg,1034759,"{}",1,0,"{""name"":""rect"",""x"":1242,""y"":1278,""width"":465,""height"":358}","{}"
IMG_6194.jpg,1522063,"{}",0,0,"{}","{}"
IMG_6193.jpg,1298845,"{}",1,0,"{""name"":""rect"",""x"":1608,""y"":1013,""width"":72,""height"":83}","{}"
IMG_6192.jpg,1373965,"{}",1,0,"{""name"":""rect"",""x"":1430,""y"":1127,""width"":74,""height"":96}","{}"
IMG_6191.jpg,886908,"{}",1,0,"{""name"":""rect"",""x"":1452,""y"":1659,""width"":216,""height"":184}","{}"
IMG_6188.jpg,1494467,"{}",1,0,"{""name"":""rect"",""x"":1633,""y"":710,""width"":213,""height"":181}","{}"
IMG_6189.jpg,1024415,"{}",2,0,"{""name"":""rect"",""x"":1001,""y"":1152,""width"":223,""height"":168}","{}"
IMG_6189.jpg,1024415,"{}",2,1,"{""name"":""rect"",""x"":720,""y"":1939,""width"":200,""height"":190}","{}"
IMG_6187.jpg,1351985,"{}",2,0,"{""name"":""rect"",""x"":729,""y"":1275,""width"":290,""height"":236}","{}"
IMG_6187.jpg,1351985,"{}",2,1,"{""name"":""rect"",""x"":1626,""y"":313,""width"":255,""height"":242}","{}"
IMG_6186.jpg,804434,"{}",0,0,"{}","{}"
IMG_6184.jpg,973217,"{}",0,0,"{}","{}"
IMG_6185.jpg,734317,"{}",0,0,"{}","{}"
IMG_6183.jpg,1034982,"{}",0,0,"{}","{}"
IMG_6182.jpg,1490995,"{}",0,0,"{}","{}"
IMG_6180.jpg,1304620,"{}",1,0,"{""name"":""rect"",""x"":1722,""y"":1051,""width"":76,""height"":80}","{}"
IMG_6181.jpg,1486406,"{}",1,0,"{""name"":""rect"",""x"":2765,""y"":1304,""width"":81,""height"":85}","{}"
IMG_6179.jpg,977667,"{}",1,0,"{""name"":""rect"",""x"":1630,""y"":1120,""width"":139,""height"":110}","{}"
IMG_6178.jpg,1148647,"{}",1,0,"{""name"":""rect"",""x"":1023,""y"":2175,""width"":148,""height"":110}","{}"
IMG_6177.jpg,1299724,"{}",0,0,"{}","{}"
IMG_6176.jpg,1334192,"{}",0,0,"{}","{}"
IMG_6174.jpg,1896971,"{}",0,0,"{}","{}"
IMG_6175.jpg,1307493,"{}",0,0,"{}","{}"
IMG_6173.jpg,1747777,"{}",0,0,"{}","{}"
IMG_6172.jpg,1549398,"{}",0,0,"{}","{}"
IMG_6171.jpg,1417008,"{}",0,0,"{}","{}"
IMG_6170.jpg,1459458,"{}",0,0,"{}","{}"
IMG_6169.jpg,1397240,"{}",2,0,"{""name"":""rect"",""x"":963,""y"":1102,""width"":58,""height"":68}","{}"
IMG_6169.jpg,1397240,"{}",2,1,"{""name"":""rect"",""x"":1411,""y"":1120,""width"":72,""height"":65}","{}"
IMG_6168.jpg,1202961,"{}",4,0,"{""name"":""rect"",""x"":1531,""y"":978,""width"":68,""height"":62}","{}"
IMG_6168.jpg,1202961,"{}",4,1,"{""name"":""rect"",""x"":1718,""y"":1046,""width"":98,""height"":85}","{}"
IMG_6168.jpg,1202961,"{}",4,2,"{""name"":""rect"",""x"":2982,""y"":1039,""width"":97,""height"":83}","{}"
IMG_6168.jpg,1202961,"{}",4,3,"{""name"":""rect"",""x"":2597,""y"":1083,""width"":56,""height"":67}","{}"
IMG_6167.jpg,974710,"{}",0,0,"{}","{}"
IMG_6166.jpg,893287,"{}",0,0,"{}","{}"
IMG_6165.jpg,1423720,"{}",0,0,"{}","{}"
IMG_6164.jpg,654963,"{}",0,0,"{}","{}"
IMG_6161.jpg,690337,"{}",0,0,"{}","{}"
IMG_6159.jpg,1265373,"{}",0,0,"{}","{}"
IMG_6160.jpg,860206,"{}",0,0,"{}","{}"
IMG_6158.jpg,1193174,"{}",0,0,"{}","{}"
IMG_6157.jpg,904726,"{}",0,0,"{}","{}"
IMG_6155.jpg,1851271,"{}",0,0,"{}","{}"
IMG_6154.jpg,1816944,"{}",0,0,"{}","{}"
IMG_6153.jpg,2173600,"{}",0,0,"{}","{}"
IMG_6152.jpg,1039015,"{}",2,0,"{""name"":""rect"",""x"":1488,""y"":1523,""width"":155,""height"":132}","{}"
IMG_6152.jpg,1039015,"{}",2,1,"{""name"":""rect"",""x"":952,""y"":2107,""width"":155,""height"":161}","{}"
IMG_6150.jpg,1094023,"{}",2,0,"{""name"":""rect"",""x"":1513,""y"":1076,""width"":169,""height"":116}","{}"
IMG_6150.jpg,1094023,"{}",2,1,"{""name"":""rect"",""x"":1155,""y"":1733,""width"":169,""height"":147}","{}"
IMG_6151.jpg,1122533,"{}",1,0,"{""name"":""rect"",""x"":1231,""y"":1407,""width"":179,""height"":68}","{}"
IMG_6149.jpg,1105248,"{}",0,0,"{}","{}"
IMG_6148.jpg,886467,"{}",1,0,"{""name"":""rect"",""x"":1468,""y"":1004,""width"":148,""height"":313}","{}"
IMG_6147.jpg,1111879,"{}",1,0,"{""name"":""rect"",""x"":1843,""y"":939,""width"":223,""height"":229}","{}"
IMG_6146.jpg,1020887,"{}",1,0,"{""name"":""rect"",""x"":1523,""y"":1223,""width"":345,""height"":261}","{}"
IMG_6144.jpg,1020139,"{}",0,0,"{}","{}"
IMG_6145.jpg,1002401,"{}",0,0,"{}","{}"
IMG_6143.jpg,1550035,"{}",0,0,"{}","{}"
IMG_6142.jpg,1363549,"{}",0,0,"{}","{}"
IMG_6141.jpg,1298990,"{}",0,0,"{}","{}"
IMG_6140.jpg,1634738,"{}",0,0,"{}","{}"
IMG_6139.jpg,1000637,"{}",1,0,"{""name"":""rect"",""x"":1430,""y"":913,""width"":336,""height"":278}","{}"
IMG_6138.jpg,1140034,"{}",2,0,"{""name"":""rect"",""x"":1404,""y"":1352,""width"":307,""height"":252}","{}"
IMG_6138.jpg,1140034,"{}",2,1,"{""name"":""rect"",""x"":1794,""y"":707,""width"":216,""height"":168}","{}"
IMG_6137.jpg,747629,"{}",0,0,"{}","{}"
IMG_6136.jpg,1676060,"{}",0,0,"{}","{}"
IMG_6135.jpg,911735,"{}",1,0,"{""name"":""rect"",""x"":1207,""y"":1788,""width"":365,""height"":413}","{}"
IMG_6134.jpg,1021206,"{}",1,0,"{""name"":""rect"",""x"":1455,""y"":794,""width"":345,""height"":390}","{}"
IMG_6133.jpg,1212876,"{}",0,0,"{}","{}"
IMG_6132.jpg,1615650,"{}",0,0,"{}","{}"
IMG_6131.jpg,1592663,"{}",0,0,"{}","{}"
IMG_6130.jpg,1615221,"{}",0,0,"{}","{}"
IMG_6129.jpg,996594,"{}",1,0,"{""name"":""rect"",""x"":1610,""y"":1107,""width"":142,""height"":132}","{}"
IMG_6128.jpg,1491909,"{}",0,0,"{}","{}"
IMG_6126.jpg,2088614,"{}",0,0,"{}","{}"
IMG_6127.jpg,1845754,"{}",0,0,"{}","{}"
IMG_6125.jpg,1764258,"{}",0,0,"{}","{}"
IMG_6123.jpg,1612932,"{}",0,0,"{}","{}"
IMG_6124.jpg,1497865,"{}",0,0,"{}","{}"
IMG_6122.jpg,1749844,"{}",0,0,"{}","{}"
IMG_6121.jpg,1065973,"{}",0,0,"{}","{}"
IMG_6119.jpg,1200299,"{}",3,0,"{""name"":""rect"",""x"":1039,""y"":1055,""width"":248,""height"":236}","{}"
IMG_6119.jpg,1200299,"{}",3,1,"{""name"":""rect"",""x"":1388,""y"":1052,""width"":271,""height"":245}","{}"
IMG_6119.jpg,1200299,"{}",3,2,"{""name"":""rect"",""x"":1765,""y"":1059,""width"":268,""height"":190}","{}"
IMG_6120.jpg,1386519,"{}",3,0,"{""name"":""rect"",""x"":1714,""y"":1043,""width"":261,""height"":232}","{}"
IMG_6120.jpg,1386519,"{}",3,1,"{""name"":""rect"",""x"":2078,""y"":1049,""width"":274,""height"":194}","{}"
IMG_6120.jpg,1386519,"{}",3,2,"{""name"":""rect"",""x"":1362,""y"":1036,""width"":234,""height"":237}","{}"
IMG_6118.jpg,1337174,"{}",3,0,"{""name"":""rect"",""x"":1377,""y"":1141,""width"":235,""height"":234}","{}"
IMG_6118.jpg,1337174,"{}",3,1,"{""name"":""rect"",""x"":1798,""y"":1150,""width"":247,""height"":223}","{}"
IMG_6118.jpg,1337174,"{}",3,2,"{""name"":""rect"",""x"":2158,""y"":1141,""width"":257,""height"":200}","{}"
IMG_6116.jpg,1409904,"{}",1,0,"{""name"":""rect"",""x"":1688,""y"":933,""width"":181,""height"":210}","{}"
IMG_6117.jpg,1433454,"{}",1,0,"{""name"":""rect"",""x"":1459,""y"":1033,""width"":190,""height"":210}","{}"
IMG_6115.jpg,1240173,"{}",0,0,"{}","{}"
IMG_6114.jpg,1215168,"{}",0,0,"{}","{}"
IMG_6113.jpg,948583,"{}",0,0,"{}","{}"
IMG_6112.jpg,1324812,"{}",0,0,"{}","{}"
IMG_6111.jpg,1393434,"{}",2,0,"{""name"":""rect"",""x"":1897,""y"":342,""width"":207,""height"":216}","{}"
IMG_6111.jpg,1393434,"{}",2,1,"{""name"":""rect"",""x"":658,""y"":2007,""width"":278,""height"":281}","{}"
IMG_6110.jpg,2082640,"{}",0,0,"{}","{}"
IMG_6109.jpg,2123795,"{}",0,0,"{}","{}"
IMG_6107.jpg,1350750,"{}",0,0,"{}","{}"
IMG_6108.jpg,1479215,"{}",0,0,"{}","{}"
IMG_6106.jpg,1128788,"{}",0,0,"{}","{}"
IMG_6105.jpg,1600359,"{}",0,0,"{}","{}"
IMG_6104.jpg,1708408,"{}",0,0,"{}","{}"
IMG_6103.jpg,998004,"{}",1,0,"{""name"":""rect"",""x"":1455,""y"":1294,""width"":397,""height"":549}","{}"
IMG_6102.jpg,1320214,"{}",1,0,"{""name"":""rect"",""x"":1387,""y"":1094,""width"":236,""height"":197}","{}"
IMG_6101.jpg,1240521,"{}",0,0,"{}","{}"
IMG_6100.jpg,770546,"{}",0,0,"{}","{}"
IMG_6099.jpg,1296267,"{}",0,0,"{}","{}"
IMG_6098.jpg,1339366,"{}",0,0,"{}","{}"
IMG_6097.jpg,1734620,"{}",0,0,"{}","{}"
IMG_6096.jpg,722186,"{}",0,0,"{}","{}"
IMG_6095.jpg,1128652,"{}",0,0,"{}","{}"
IMG_6094.jpg,1152373,"{}",0,0,"{}","{}"
IMG_6093.jpg,1230629,"{}",0,0,"{}","{}"
IMG_6092.jpg,1305894,"{}",1,0,"{""name"":""rect"",""x"":1611,""y"":1238,""width"":115,""height"":103}","{}"
IMG_6091.jpg,1268378,"{}",0,0,"{}","{}"
IMG_6090.jpg,1381739,"{}",2,0,"{""name"":""rect"",""x"":865,""y"":1033,""width"":197,""height"":216}","{}"
IMG_6090.jpg,1381739,"{}",2,1,"{""name"":""rect"",""x"":1646,""y"":1229,""width"":148,""height"":197}","{""difficult"":""y""}"
IMG_6088.jpg,1270157,"{}",0,0,"{}","{}"
IMG_6089.jpg,1379036,"{}",2,0,"{""name"":""rect"",""x"":487,""y"":887,""width"":190,""height"":223}","{}"
IMG_6089.jpg,1379036,"{}",2,1,"{""name"":""rect"",""x"":1417,""y"":1194,""width"":145,""height"":171}","{""difficult"":""y""}"
IMG_6087.jpg,1095664,"{}",0,0,"{}","{}"
