#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_5526.JPG,4337402,"{}",0,0,"{}","{}"
IMG_5524.JPG,3659908,"{}",0,0,"{}","{}"
IMG_5525.JPG,4262174,"{}",0,0,"{}","{}"
IMG_5523.JPG,3969242,"{}",0,0,"{}","{}"
IMG_5521.JPG,4432478,"{}",0,0,"{}","{}"
IMG_5522.JPG,4282262,"{}",0,0,"{}","{}"
IMG_5520.JPG,4086140,"{}",0,0,"{}","{}"
IMG_5518.JPG,4394284,"{}",0,0,"{}","{}"
IMG_5519.JPG,4491578,"{}",0,0,"{}","{}"
IMG_5517.JPG,4062035,"{}",2,0,"{""name"":""rect"",""x"":1021,""y"":1466,""width"":317,""height"":366}","{}"
IMG_5517.JPG,4062035,"{}",2,1,"{""name"":""rect"",""x"":2307,""y"":1669,""width"":497,""height"":379}","{}"
IMG_5514.JPG,4062129,"{}",3,0,"{""name"":""rect"",""x"":1638,""y"":786,""width"":252,""height"":190}","{}"
IMG_5514.JPG,4062129,"{}",3,1,"{""name"":""rect"",""x"":2273,""y"":1062,""width"":210,""height"":200}","{}"
IMG_5514.JPG,4062129,"{}",3,2,"{""name"":""rect"",""x"":3090,""y"":1055,""width"":269,""height"":203}","{}"
IMG_5515.JPG,3756700,"{}",4,0,"{""name"":""rect"",""x"":1835,""y"":1069,""width"":335,""height"":269}","{}"
IMG_5515.JPG,3756700,"{}",4,1,"{""name"":""rect"",""x"":2887,""y"":1155,""width"":359,""height"":276}","{}"
IMG_5515.JPG,3756700,"{}",4,2,"{""name"":""rect"",""x"":848,""y"":1118,""width"":235,""height"":238}","{""difficult"":""y""}"
IMG_5515.JPG,3756700,"{}",4,3,"{""name"":""rect"",""x"":41,""y"":738,""width"":328,""height"":262}","{""difficult"":""y""}"
IMG_5516.JPG,3653055,"{}",3,0,"{""name"":""rect"",""x"":949,""y"":1324,""width"":562,""height"":435}","{}"
IMG_5516.JPG,3653055,"{}",3,1,"{""name"":""rect"",""x"":2818,""y"":1293,""width"":345,""height"":217}","{}"
IMG_5516.JPG,3653055,"{}",3,2,"{""name"":""rect"",""x"":1814,""y"":1135,""width"":272,""height"":262}","{""difficult"":""y""}"
IMG_5512.JPG,4528354,"{}",3,0,"{""name"":""rect"",""x"":1493,""y"":911,""width"":224,""height"":197}","{}"
IMG_5512.JPG,4528354,"{}",3,1,"{""name"":""rect"",""x"":1973,""y"":880,""width"":210,""height"":217}","{}"
IMG_5512.JPG,4528354,"{}",3,2,"{""name"":""rect"",""x"":3001,""y"":983,""width"":286,""height"":252}","{}"
IMG_5513.JPG,3714570,"{}",3,0,"{""name"":""rect"",""x"":876,""y"":873,""width"":272,""height"":224}","{}"
IMG_5513.JPG,3714570,"{}",3,1,"{""name"":""rect"",""x"":1349,""y"":1104,""width"":169,""height"":231}","{""difficult"":""y""}"
IMG_5513.JPG,3714570,"{}",3,2,"{""name"":""rect"",""x"":2576,""y"":1104,""width"":341,""height"":300}","{}"
IMG_5511.JPG,4135710,"{}",7,0,"{""name"":""rect"",""x"":1124,""y"":1149,""width"":114,""height"":90}","{}"
IMG_5511.JPG,4135710,"{}",7,1,"{""name"":""rect"",""x"":1500,""y"":1142,""width"":121,""height"":90}","{}"
IMG_5511.JPG,4135710,"{}",7,2,"{""name"":""rect"",""x"":1859,""y"":1138,""width"":128,""height"":93}","{}"
IMG_5511.JPG,4135710,"{}",7,3,"{""name"":""rect"",""x"":2118,""y"":1038,""width"":93,""height"":86}","{""difficult"":""y""}"
IMG_5511.JPG,4135710,"{}",7,4,"{""name"":""rect"",""x"":2252,""y"":1055,""width"":83,""height"":76}","{""difficult"":""y""}"
IMG_5511.JPG,4135710,"{}",7,5,"{""name"":""rect"",""x"":2421,""y"":997,""width"":103,""height"":72}","{""difficult"":""y""}"
IMG_5511.JPG,4135710,"{}",7,6,"{""name"":""rect"",""x"":2642,""y"":1017,""width"":107,""height"":86}","{""difficult"":""y""}"
IMG_5510.JPG,4053072,"{}",2,0,"{""name"":""rect"",""x"":1642,""y"":931,""width"":286,""height"":193}","{}"
IMG_5510.JPG,4053072,"{}",2,1,"{""name"":""rect"",""x"":2511,""y"":703,""width"":304,""height"":238}","{}"
IMG_5508.JPG,3781630,"{}",3,0,"{""name"":""rect"",""x"":1631,""y"":1093,""width"":128,""height"":100}","{""difficult"":""y""}"
IMG_5508.JPG,3781630,"{}",3,1,"{""name"":""rect"",""x"":2052,""y"":1131,""width"":124,""height"":93}","{""difficult"":""y""}"
IMG_5508.JPG,3781630,"{}",3,2,"{""name"":""rect"",""x"":2439,""y"":1069,""width"":138,""height"":103}","{""difficult"":""y""}"
