data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-01.86_119_37.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-03.145_51_62.jpg,y,8
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-00.77_6_35.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-03.120_54_62.jpg,y,5
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-05.116_61_43.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-02.153_51_67.jpg,y,2
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-01.157_139_69.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-03.64_59_63.jpg,y,1
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-03.95_58_64.jpg,y,7
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-05.54_63_60.jpg,y,6
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-02.105_60_65.jpg,y,8
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-04.136_39_59.jpg,y,9
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-05.87_83_34.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-04.111_40_63.jpg,y,4
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-02.134_57_64.jpg,y,7
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-00.76_94_51.jpg,y,6
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-00.102_79_64.jpg,y,8
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-04.55_47_62.jpg,y,1
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-01.158_135_73.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-00.129_75_66.jpg,y,2
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-04.83_43_63.jpg,y,6
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-02.75_61_64.jpg,y,1
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-06.20_70_48.jpg,y,2
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-06.150_106_37.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590970-01.126_66_63.jpg,y,9
data/char_analysis/chars/mm-almansa-17/batch-06/P2590970-00.164_121_40.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590969-06.63_66_48.jpg,y,7
data/char_analysis/chars/mm-almansa-17/batch-06/P2590970-00.17_75_35.jpg,n,
data/char_analysis/chars/mm-almansa-17/batch-06/P2590970-00.122_118_57.jpg,y,7
