#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
P2590674.jpg,434425,"{}",5,0,"{""name"":""rect"",""x"":739,""y"":577,""width"":93,""height"":95}","{}"
P2590674.jpg,434425,"{}",5,1,"{""name"":""rect"",""x"":1438,""y"":622,""width"":113,""height"":117}","{}"
P2590674.jpg,434425,"{}",5,2,"{""name"":""rect"",""x"":357,""y"":553,""width"":49,""height"":34}","{}"
P2590674.jpg,434425,"{}",5,3,"{""name"":""rect"",""x"":462,""y"":555,""width"":53,""height"":47}","{""difficult"":""y""}"
P2590674.jpg,434425,"{}",5,4,"{""name"":""rect"",""x"":178,""y"":527,""width"":32,""height"":26}","{}"
P2590675.jpg,421750,"{}",3,0,"{""name"":""rect"",""x"":1462,""y"":728,""width"":136,""height"":120}","{}"
P2590675.jpg,421750,"{}",3,1,"{""name"":""rect"",""x"":676,""y"":623,""width"":74,""height"":66}","{}"
P2590675.jpg,421750,"{}",3,2,"{""name"":""rect"",""x"":425,""y"":629,""width"":66,""height"":62}","{}"
P2590676.jpg,438213,"{}",4,0,"{""name"":""rect"",""x"":508,""y"":607,""width"":114,""height"":99}","{}"
P2590676.jpg,438213,"{}",4,1,"{""name"":""rect"",""x"":300,""y"":575,""width"":70,""height"":51}","{}"
P2590676.jpg,438213,"{}",4,2,"{""name"":""rect"",""x"":895,""y"":595,""width"":106,""height"":110}","{}"
P2590676.jpg,438213,"{}",4,3,"{""name"":""rect"",""x"":1172,""y"":652,""width"":131,""height"":110}","{}"
P2590677.jpg,1180391,"{}",3,0,"{""name"":""rect"",""x"":1046,""y"":602,""width"":112,""height"":81}","{}"
P2590677.jpg,1180391,"{}",3,1,"{""name"":""rect"",""x"":653,""y"":435,""width"":52,""height"":52}","{}"
P2590677.jpg,1180391,"{}",3,2,"{""name"":""rect"",""x"":561,""y"":436,""width"":47,""height"":47}","{}"
P2590678.jpg,404905,"{}",2,0,"{""name"":""rect"",""x"":524,""y"":554,""width"":98,""height"":85}","{}"
P2590678.jpg,404905,"{}",2,1,"{""name"":""rect"",""x"":1434,""y"":589,""width"":106,""height"":125}","{""difficult"":""y""}"
P2590679.jpg,1186646,"{}",5,0,"{""name"":""rect"",""x"":1271,""y"":557,""width"":105,""height"":88}","{}"
P2590679.jpg,1186646,"{}",5,1,"{""name"":""rect"",""x"":796,""y"":603,""width"":86,""height"":75}","{}"
P2590679.jpg,1186646,"{}",5,2,"{""name"":""rect"",""x"":686,""y"":522,""width"":71,""height"":54}","{}"
P2590679.jpg,1186646,"{}",5,3,"{""name"":""rect"",""x"":495,""y"":550,""width"":65,""height"":62}","{}"
P2590679.jpg,1186646,"{}",5,4,"{""name"":""rect"",""x"":368,""y"":492,""width"":39,""height"":32}","{""difficult"":""y""}"
P2590680.jpg,380360,"{}",5,0,"{""name"":""rect"",""x"":552,""y"":579,""width"":99,""height"":101}","{}"
P2590680.jpg,380360,"{}",5,1,"{""name"":""rect"",""x"":1561,""y"":573,""width"":99,""height"":105}","{}"
P2590680.jpg,380360,"{}",5,2,"{""name"":""rect"",""x"":938,""y"":518,""width"":99,""height"":75}","{}"
P2590680.jpg,380360,"{}",5,3,"{""name"":""rect"",""x"":187,""y"":455,""width"":36,""height"":29}","{}"
P2590680.jpg,380360,"{}",5,4,"{""name"":""rect"",""x"":63,""y"":470,""width"":44,""height"":42}","{}"
P2590681.jpg,361902,"{}",4,0,"{""name"":""rect"",""x"":1455,""y"":508,""width"":120,""height"":100}","{}"
P2590681.jpg,361902,"{}",4,1,"{""name"":""rect"",""x"":984,""y"":473,""width"":62,""height"":56}","{}"
P2590681.jpg,361902,"{}",4,2,"{""name"":""rect"",""x"":677,""y"":463,""width"":60,""height"":58}","{}"
P2590681.jpg,361902,"{}",4,3,"{""name"":""rect"",""x"":545,""y"":479,""width"":44,""height"":44}","{}"
P2590682.jpg,920906,"{}",4,0,"{""name"":""rect"",""x"":650,""y"":506,""width"":88,""height"":79}","{}"
P2590682.jpg,920906,"{}",4,1,"{""name"":""rect"",""x"":983,""y"":498,""width"":66,""height"":62}","{}"
P2590682.jpg,920906,"{}",4,2,"{""name"":""rect"",""x"":842,""y"":460,""width"":55,""height"":52}","{}"
P2590682.jpg,920906,"{}",4,3,"{""name"":""rect"",""x"":529,""y"":490,""width"":54,""height"":47}","{""difficult"":""y""}"
P2590683.jpg,1254320,"{}",6,0,"{""name"":""rect"",""x"":694,""y"":617,""width"":95,""height"":89}","{}"
P2590683.jpg,1254320,"{}",6,1,"{""name"":""rect"",""x"":525,""y"":551,""width"":50,""height"":48}","{}"
P2590683.jpg,1254320,"{}",6,2,"{""name"":""rect"",""x"":603,""y"":514,""width"":36,""height"":34}","{}"
P2590683.jpg,1254320,"{}",6,3,"{""name"":""rect"",""x"":437,""y"":518,""width"":30,""height"":24}","{}"
P2590683.jpg,1254320,"{}",6,4,"{""name"":""rect"",""x"":1267,""y"":555,""width"":95,""height"":93}","{}"
P2590683.jpg,1254320,"{}",6,5,"{""name"":""rect"",""x"":1005,""y"":722,""width"":105,""height"":58}","{""difficult"":""y""}"
P2590684.jpg,379992,"{}",7,0,"{""name"":""rect"",""x"":1741,""y"":460,""width"":111,""height"":120}","{}"
P2590684.jpg,379992,"{}",7,1,"{""name"":""rect"",""x"":811,""y"":434,""width"":70,""height"":65}","{}"
P2590684.jpg,379992,"{}",7,2,"{""name"":""rect"",""x"":607,""y"":479,""width"":70,""height"":55}","{}"
P2590684.jpg,379992,"{}",7,3,"{""name"":""rect"",""x"":725,""y"":414,""width"":55,""height"":50}","{}"
P2590684.jpg,379992,"{}",7,4,"{""name"":""rect"",""x"":516,""y"":418,""width"":47,""height"":45}","{}"
P2590684.jpg,379992,"{}",7,5,"{""name"":""rect"",""x"":449,""y"":386,""width"":38,""height"":32}","{""difficult"":""y""}"
P2590684.jpg,379992,"{}",7,6,"{""name"":""rect"",""x"":349,""y"":401,""width"":40,""height"":33}","{""difficult"":""y""}"
P2590685.jpg,1154057,"{}",4,0,"{""name"":""rect"",""x"":1568,""y"":547,""width"":111,""height"":116}","{}"
P2590685.jpg,1154057,"{}",4,1,"{""name"":""rect"",""x"":860,""y"":503,""width"":78,""height"":70}","{""difficult"":""y""}"
P2590685.jpg,1154057,"{}",4,2,"{""name"":""rect"",""x"":549,""y"":421,""width"":59,""height"":59}","{""difficult"":""y""}"
P2590685.jpg,1154057,"{}",4,3,"{""name"":""rect"",""x"":328,""y"":453,""width"":66,""height"":61}","{}"
P2590686.jpg,405382,"{}",4,0,"{""name"":""rect"",""x"":933,""y"":553,""width"":129,""height"":119}","{}"
P2590686.jpg,405382,"{}",4,1,"{""name"":""rect"",""x"":1177,""y"":504,""width"":109,""height"":107}","{}"
P2590686.jpg,405382,"{}",4,2,"{""name"":""rect"",""x"":338,""y"":488,""width"":55,""height"":49}","{}"
P2590686.jpg,405382,"{}",4,3,"{""name"":""rect"",""x"":444,""y"":525,""width"":59,""height"":56}","{}"
P2590687.jpg,1034822,"{}",4,0,"{""name"":""rect"",""x"":794,""y"":490,""width"":92,""height"":85}","{}"
P2590687.jpg,1034822,"{}",4,1,"{""name"":""rect"",""x"":1329,""y"":535,""width"":120,""height"":112}","{}"
P2590687.jpg,1034822,"{}",4,2,"{""name"":""rect"",""x"":446,""y"":531,""width"":53,""height"":56}","{}"
P2590687.jpg,1034822,"{}",4,3,"{""name"":""rect"",""x"":261,""y"":477,""width"":30,""height"":30}","{}"
P2590688.jpg,992431,"{}",5,0,"{""name"":""rect"",""x"":1258,""y"":564,""width"":94,""height"":108}","{}"
P2590688.jpg,992431,"{}",5,1,"{""name"":""rect"",""x"":805,""y"":469,""width"":64,""height"":59}","{}"
P2590688.jpg,992431,"{}",5,2,"{""name"":""rect"",""x"":435,""y"":439,""width"":44,""height"":43}","{}"
P2590688.jpg,992431,"{}",5,3,"{""name"":""rect"",""x"":580,""y"":415,""width"":41,""height"":38}","{}"
P2590688.jpg,992431,"{}",5,4,"{""name"":""rect"",""x"":523,""y"":412,""width"":43,""height"":37}","{""difficult"":""y""}"
P2590689.jpg,406483,"{}",4,0,"{""name"":""rect"",""x"":910,""y"":486,""width"":99,""height"":86}","{}"
P2590689.jpg,406483,"{}",4,1,"{""name"":""rect"",""x"":1372,""y"":529,""width"":116,""height"":115}","{}"
P2590689.jpg,406483,"{}",4,2,"{""name"":""rect"",""x"":1130,""y"":430,""width"":81,""height"":84}","{}"
P2590689.jpg,406483,"{}",4,3,"{""name"":""rect"",""x"":766,""y"":430,""width"":51,""height"":51}","{}"
P2590690.jpg,1217046,"{}",5,0,"{""name"":""rect"",""x"":1543,""y"":509,""width"":116,""height"":104}","{}"
