data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6804-07.53_104_33.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-00.151_39_27.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-02.0_46_123.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6802-00.44_53_49.jpg,y,3
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-00.137_49_31.jpg,y,9
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6802-01.135_70_77.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-06.6_85_27.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6806-02.154_41_31.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-05.0_69_97.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6804-03.71_54_37.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6802-01.168_0_35.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-00.84_54_36.jpg,y,3
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-04.65_129_44.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-09.155_142_44.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6800-00.0_86_34.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-09.144_91_64.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-09.61_70_28.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-01.93_113_28.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6802-01.170_97_31.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-02.9_120_37.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-05.140_101_57.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-00.143_7_34.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-02.45_78_32.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6802-01.165_73_42.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-01.34_123_31.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-00.81_144_46.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-03.117_100_44.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6802-01.156_21_60.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-00.63_45_41.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-01.59_56_34.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-05.130_0_39.jpg,y,9
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-04.145_73_34.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-00.159_68_36.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6804-02.131_88_37.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6804-07.135_0_41.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6805-09.76_21_56.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6804-02.150_62_29.jpg,n,
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6803-00.111_49_32.jpg,y,4
data/char_analysis/chars/xosses-17/google-drive/batch-4/IMG_6801-03.3_140_54.jpg,n,
